,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Total_Stops,Additional_Info,Price,Duration_IN_Hours,Duration_IN_Min,price_per_min
189,Air Asia,12/06/2019,Banglore,Delhi,BLR ? DEL,11:10,13:55,non-stop,No info,3383,2,5,2.2169671888856
190,IndiGo,03/03/2019,Banglore,New Delhi,BLR ? HYD ? DEL,12:10,17:05,1 stop,No info,8738,4,5,1.68230716411078
191,Air India,27/03/2019,Delhi,Cochin,DEL ? TRV ? COK,05:15,06:50 28 Mar,1 stop,No info,7165,25,5,12.6029309141661
192,IndiGo,24/06/2019,Delhi,Cochin,DEL ? HYD ? COK,16:10,22:30,1 stop,No info,6412,6,0,3.3686837180287
193,Jet Airways,27/06/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,non-stop,No info,8016,3,5,1.38473053892216
194,Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,20:35,15:15 13 Mar,1 stop,In-flight meal not included,11087,18,0,5.8446829620276
195,SpiceJet,27/06/2019,Chennai,Kolkata,MAA ? CCU,09:45,12:00,non-stop,No check-in baggage included,3543,2,5,2.11685012701101
196,Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,04:40 13 Jun,1 stop,No info,12471,12,0,3.46403656483041
197,Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,04:25 25 Jun,1 stop,In-flight meal not included,10262,19,5,6.69460144221399
198,Air India,18/03/2019,Banglore,New Delhi,BLR ? DEL,13:20,16:10,non-stop,No info,4441,2,0,1.62125647376717
199,Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,15:30,1 stop,No info,12537,8,5,2.32112945680785
200,GoAir,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,22:25,07:40 25 Mar,1 stop,No info,10091,9,5,3.24051134674462
201,Air India,3/06/2019,Banglore,Delhi,BLR ? DEL,21:05,23:55,non-stop,No info,6961,2,0,1.03433414739262
202,IndiGo,24/04/2019,Delhi,Cochin,DEL ? COK,05:35,08:50,non-stop,No info,5013,3,5,2.21424296828247
203,Air India,18/05/2019,Delhi,Cochin,DEL ? COK,05:10,08:00,non-stop,No info,6934,2,0,1.03836169599077
204,Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,19:00,1 stop,No info,10877,12,0,3.97168336857589
205,Jet Airways,18/04/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,non-stop,No info,7229,2,5,1.03748789597455
206,IndiGo,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,01:35 28 Mar,1 stop,No info,7048,9,5,4.63961407491487
207,Vistara,27/06/2019,Banglore,Delhi,BLR ? DEL,17:00,19:35,non-stop,No info,4878,2,5,1.53751537515375
208,Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,23:35,1 stop,In-flight meal not included,10844,9,0,2.98782736997418
209,Jet Airways,18/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,04:25 20 May,2 stops,No info,15129,29,0,6.90065437239738
210,IndiGo,12/05/2019,Banglore,Delhi,BLR ? DEL,00:30,03:25,non-stop,No info,3943,2,5,1.90210499619579
211,SpiceJet,6/06/2019,Delhi,Cochin,DEL ? MAA ? COK,06:05,11:20,1 stop,No info,5583,5,5,3.27780763030629
212,Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? HYD ? COK,07:05,16:10,1 stop,No info,9646,9,5,3.3900062201949
213,Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:30,19:15,1 stop,No info,7677,10,5,4.7284095349746
214,IndiGo,1/06/2019,Delhi,Cochin,DEL ? BLR ? COK,05:10,10:05,1 stop,No info,6842,4,5,2.1484945922245
215,Jet Airways,24/06/2019,Mumbai,Hyderabad,BOM ? HYD,08:45,10:15,non-stop,In-flight meal not included,4995,1,0,0.720720720720721
216,Vistara,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,18:50,1 stop,No info,9555,11,0,4.14442700156986
217,IndiGo,1/06/2019,Banglore,Delhi,BLR ? DEL,01:30,04:15,non-stop,No info,4077,2,5,1.83958793230316
218,Jet Airways,12/05/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,non-stop,No info,7229,2,5,1.03748789597455
219,Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,1 stop,No info,12192,10,0,2.95275590551181
220,Air India,12/04/2019,Banglore,Delhi,BLR ? DEL,10:00,12:45,non-stop,No info,5911,2,5,1.26882084249704
221,Air India,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:15,1 stop,No info,8372,10,5,4.33588150979455
222,Jet Airways,18/03/2019,Mumbai,Hyderabad,BOM ? HYD,07:10,08:35,non-stop,In-flight meal not included,4995,1,5,0.780780780780781
223,Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,1 stop,No info,14323,9,5,2.28304126230538
224,Jet Airways,9/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 10 Jun,2 stops,No info,13014,22,5,6.10880590133702
225,Air India,6/06/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,14:25,19:15 07 Jun,2 stops,No info,13591,28,0,7.41667279817526
226,Jet Airways,3/03/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,05:25,18:50 04 Mar,2 stops,No info,18799,37,5,7.10144156604075
227,IndiGo,27/04/2019,Banglore,Delhi,BLR ? DEL,23:30,02:20 28 Apr,non-stop,No info,3943,2,0,1.82602079634796
228,SpiceJet,21/05/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:15,non-stop,No check-in baggage included,1965,1,0,1.83206106870229
229,Jet Airways,27/05/2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,non-stop,In-flight meal not included,4995,1,0,0.720720720720721
230,Air India,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:50,18:30 25 Mar,1 stop,No info,14641,25,0,6.14712109828564
231,Air India,12/04/2019,Kolkata,Banglore,CCU ? BLR,20:45,23:20,non-stop,No info,4460,2,5,1.68161434977578
232,Air India,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,19:15,1 stop,No info,10191,6,5,2.14895496025905
233,Jet Airways,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,19:45,1 stop,In-flight meal not included,13843,17,0,4.42100700715163
234,IndiGo,1/05/2019,Delhi,Cochin,DEL ? LKO ? COK,21:50,03:35 02 May,1 stop,No info,6349,5,5,2.88234367616948
235,Air Asia,1/05/2019,Kolkata,Banglore,CCU ? BLR,10:20,12:55,non-stop,No info,4409,2,5,1.70106600136085
236,Jet Airways,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,19:45 07 Mar,1 stop,No info,17024,25,0,5.28665413533835
237,Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,21:00,1 stop,No info,13727,13,5,3.43119399723173
238,IndiGo,15/03/2019,Banglore,New Delhi,BLR ? DEL,18:25,21:20,non-stop,No info,8855,2,5,0.846979107848673
239,Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:45,19:00,1 stop,No info,12524,10,5,2.8984350047908
240,Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,11:40,20:20,1 stop,No info,13555,8,0,2.12467724087053
241,Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,12:00,1 stop,In-flight meal not included,10844,5,0,1.6599040944301
242,Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,21:00,1 stop,No info,13587,12,0,3.17950982556856
243,SpiceJet,12/06/2019,Chennai,Kolkata,MAA ? CCU,09:45,12:00,non-stop,No check-in baggage included,3543,2,5,2.11685012701101
244,Vistara,18/03/2019,Chennai,Kolkata,MAA ? CCU,07:05,09:20,non-stop,No info,4842,2,5,1.54894671623296
245,IndiGo,24/04/2019,Banglore,Delhi,BLR ? DEL,23:30,02:20 25 Apr,non-stop,No info,3943,2,0,1.82602079634796
246,Jet Airways,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,04:25 10 Jun,1 stop,In-flight meal not included,10577,9,0,3.06325044908764
247,IndiGo,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,21:00,1 stop,No info,6979,10,5,5.20131824043559
248,Vistara,27/06/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,non-stop,No info,11982,2,0,0.600901352028042
249,SpiceJet,6/06/2019,Delhi,Cochin,DEL ? PNQ ? COK,08:45,13:15,1 stop,No info,5264,4,0,2.7355623100304
250,Vistara,3/03/2019,Delhi,Cochin,DEL ? COK,06:00,09:10,non-stop,No info,8001,3,0,1.34983127109111
251,Air India,1/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,19:15 02 Jun,2 stops,No info,10651,23,0,7.77391794197728
252,Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,19:50 25 May,1 stop,In-flight meal not included,10844,27,0,8.96348210992254
253,Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? HYD ? COK,09:45,22:20,1 stop,No info,6601,12,5,6.58991061960309
254,Air India,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,19:00,19:15 22 Mar,1 stop,No info,6587,24,5,13.162289357826
255,SpiceJet,21/03/2019,Mumbai,Hyderabad,BOM ? HYD,13:10,14:30,non-stop,No info,3173,1,0,1.13457295934447
256,Air India,9/05/2019,Banglore,Delhi,BLR ? DEL,10:00,12:45,non-stop,No info,5228,2,5,1.43458301453711
257,Jet Airways,21/06/2019,Banglore,Delhi,BLR ? DEL,07:10,10:10,non-stop,In-flight meal not included,5769,3,0,1.87207488299532
258,Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:00,1 stop,No info,14714,11,0,2.69131439445426
259,Jet Airways,3/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,19:00,2 stops,No info,13014,13,0,3.59612724757953
260,IndiGo,3/06/2019,Banglore,Delhi,BLR ? DEL,22:10,01:00 04 Jun,non-stop,No info,3359,2,0,2.14349508782376
261,GoAir,03/03/2019,Banglore,New Delhi,BLR ? DEL,20:55,23:50,non-stop,No info,6722,2,5,1.11573936328474
262,IndiGo,18/03/2019,Kolkata,Banglore,CCU ? BLR,09:35,12:20,non-stop,No info,4462,2,5,1.68086060062752
263,IndiGo,9/03/2019,Delhi,Cochin,DEL ? HYD ? COK,04:55,16:10,1 stop,No info,6171,11,5,6.4657267865824
264,Air India,21/05/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,20:25,2 stops,No info,12303,14,5,4.12094611070471
265,Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,01:35 22 Mar,1 stop,No info,7695,13,5,6.12085769980507
266,IndiGo,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,01:30 25 Jun,1 stop,No info,5684,14,5,8.91977480647431
267,Air India,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:50,07:55 13 Jun,1 stop,No info,8366,15,5,6.49055701649534
268,Air India,1/03/2019,Chennai,Kolkata,MAA ? CCU,11:40,13:55,non-stop,No info,19630,2,5,0.382068262862965
269,Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,14:05,05:05 07 Mar,1 stop,In-flight meal not included,13502,15,0,3.9994074951859
270,Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,10:05 02 May,1 stop,No info,14781,12,5,2.94296732291455
271,Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? HYD ? COK,07:10,16:10,1 stop,No info,6513,9,0,4.97466605251036
272,Air India,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,19:15,1 stop,No info,9929,12,5,4.38110585154598
273,Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? IXU ? BOM ? COK,17:50,01:30 07 Jun,2 stops,No info,18275,7,0,1.37893296853625
274,Air India,9/04/2019,Delhi,Cochin,DEL ? MAA ? COK,06:05,09:25 10 Apr,1 stop,No info,4487,27,0,21.6625807889458
275,IndiGo,15/03/2019,Mumbai,Hyderabad,BOM ? HYD,21:20,22:45,non-stop,No info,2754,1,5,1.4161220043573
276,Air India,27/03/2019,Mumbai,Hyderabad,BOM ? HYD,06:20,07:40,non-stop,No info,2575,1,0,1.39805825242718
277,SpiceJet,12/06/2019,Kolkata,Banglore,CCU ? IXB ? BLR,15:55,21:25,1 stop,No info,8224,5,0,2.18871595330739
278,Air India,9/03/2019,Delhi,Cochin,DEL ? BLR ? COK,20:30,08:15 10 Mar,1 stop,No info,8991,11,5,4.43777110443777
279,IndiGo,24/06/2019,Delhi,Cochin,DEL ? COK,05:35,08:50,non-stop,No info,5000,3,5,2.22
280,Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,19:50 13 Jun,1 stop,In-flight meal not included,8529,24,5,10.1653183257123
281,Air India,3/03/2019,Delhi,Cochin,DEL ? MAA ? COK,06:05,09:25 04 Mar,1 stop,No info,14042,27,0,6.9220908702464
282,Jet Airways,24/05/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,non-stop,In-flight meal not included,4030,2,5,1.86104218362283
283,Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,12:00 07 Jun,1 stop,In-flight meal not included,10844,17,5,5.67133898930284
284,IndiGo,6/05/2019,Kolkata,Banglore,CCU ? BLR,21:25,00:05 07 May,non-stop,No info,4804,2,0,1.49875104079933
285,Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,01:30 28 May,1 stop,In-flight meal not included,7308,8,0,3.94088669950739
286,IndiGo,12/05/2019,Banglore,Delhi,BLR ? DEL,16:55,19:55,non-stop,No info,4823,3,0,2.23927016379847
287,Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,12:35 25 Jun,1 stop,In-flight meal not included,10262,27,5,9.50107191580589
288,Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,20:55,04:25 28 May,1 stop,In-flight meal not included,12898,7,0,1.95379128547062
289,Air India,12/03/2019,Banglore,New Delhi,BLR ? BOM ? JDH ? DEL,17:25,16:20 13 Mar,2 stops,No info,12778,22,5,6.22163092815777
290,IndiGo,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,04:45,13:20,1 stop,No info,14871,8,5,1.95682872705265
291,Air India,21/03/2019,Delhi,Cochin,DEL ? UDR ? BOM ? COK,13:20,19:15 22 Mar,2 stops,No info,8708,29,5,12.0234267340377
292,Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,18:15 07 Jun,1 stop,In-flight meal not included,10844,22,5,7.33124308373294
293,SpiceJet,6/03/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:05,non-stop,No info,4129,1,0,0.871881811576653
294,IndiGo,18/05/2019,Kolkata,Banglore,CCU ? BLR,21:25,00:05 19 May,non-stop,No info,4804,2,0,1.49875104079933
295,Jet Airways,6/05/2019,Banglore,Delhi,BLR ? DEL,08:20,11:20,non-stop,No info,7229,3,0,1.49398257020335
296,Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,07:00,19:10,1 stop,In-flight meal not included,7832,12,0,5.51583248212462
297,SpiceJet,18/03/2019,Chennai,Kolkata,MAA ? CCU,09:30,12:05,non-stop,No info,3859,2,5,1.94350868100544
298,Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:15,1 stop,No info,9001,11,5,4.43284079546717
299,Vistara,9/05/2019,Banglore,Delhi,BLR ? DEL,17:00,19:35,non-stop,No info,4878,2,5,1.53751537515375
300,IndiGo,3/05/2019,Mumbai,Hyderabad,BOM ? HYD,02:35,04:05,non-stop,No info,2754,1,0,1.30718954248366
301,Vistara,27/06/2019,Banglore,Delhi,BLR ? DEL,07:00,09:40,non-stop,No info,4668,2,0,1.54241645244216
302,Air Asia,12/05/2019,Kolkata,Banglore,CCU ? BLR,10:20,12:55,non-stop,No info,5216,2,5,1.43788343558282
303,Jet Airways,6/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 07 Jun,2 stops,In-flight meal not included,10368,22,5,7.66782407407407
304,IndiGo,9/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,06:40,21:20,2 stops,No info,8146,14,0,6.18708568622637
305,Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,04:25 28 Mar,1 stop,No info,12242,15,5,4.4355497467734
306,Jet Airways,15/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:00,15:15,1 stop,In-flight meal not included,9134,7,5,2.7917670243048
307,Air India,6/06/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:15,09:25 07 Jun,2 stops,No info,10939,20,0,6.58195447481488
308,Air India,6/06/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,07:40 07 Jun,2 stops,No info,11753,20,5,6.15162086275844
309,SpiceJet,24/04/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,non-stop,No info,4174,2,0,1.72496406324868
310,Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,19:50 22 May,1 stop,In-flight meal not included,10844,23,0,7.63555883437846
311,Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,19:00 04 Jun,1 stop,No info,14714,27,0,6.60595351366046
312,Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,12:00,1 stop,In-flight meal not included,9899,5,0,1.81836549146378
313,IndiGo,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,09:10,21:00,1 stop,No info,14871,11,0,2.66290094815413
314,IndiGo,6/03/2019,Chennai,Kolkata,MAA ? CCU,13:20,15:35,non-stop,No info,7295,2,5,1.02810143934202
315,Air India,6/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,18:45,19:15 07 Jun,2 stops,No info,13465,24,0,6.41663572224285
316,SpiceJet,21/05/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,non-stop,No check-in baggage included,3543,2,0,2.03217612193057
317,Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:00,01:30 28 Jun,1 stop,No info,7198,6,0,3.00083356487913
318,Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,04:25 02 Jun,1 stop,In-flight meal not included,10262,20,5,7.04541025141298
319,IndiGo,15/03/2019,Kolkata,Banglore,CCU ? BLR,15:20,17:55,non-stop,No info,4148,2,5,1.80810028929605
320,Jet Airways,27/06/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,non-stop,No info,8016,2,5,0.93562874251497
321,Jet Airways,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,04:25 10 Jun,1 stop,In-flight meal not included,10262,5,5,1.78327811342818
322,SpiceJet,15/06/2019,Kolkata,Banglore,CCU ? BLR,14:55,17:25,non-stop,No check-in baggage included,3841,2,0,1.87451184587347
323,Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? MAA ? DEL,09:45,00:30 13 Mar,1 stop,No info,11507,14,5,4.40601373077257
324,Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,20:45,1 stop,No info,14781,12,0,2.92267099654962
325,Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,19:00 28 May,1 stop,No info,16079,25,0,5.59736302008831
326,Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,04:25 28 May,1 stop,In-flight meal not included,12898,5,5,1.41882462397271
327,Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:15,1 stop,No info,15353,11,5,2.5988406174689
328,IndiGo,24/03/2019,Banglore,New Delhi,BLR ? DEL,18:25,21:20,non-stop,No info,7303,2,5,1.0269752156648
329,SpiceJet,24/03/2019,Kolkata,Banglore,CCU ? MAA ? BLR,15:05,20:45,1 stop,No info,6197,5,0,2.90463127319671
330,Air India,9/06/2019,Kolkata,Banglore,CCU ? BBI ? BLR,09:10,13:15,1 stop,No info,8996,4,5,1.63405958203646
331,IndiGo,21/03/2019,Delhi,Cochin,DEL ? HYD ? COK,14:20,22:20,1 stop,No info,6528,8,0,4.41176470588235
332,GoAir,9/04/2019,Banglore,Delhi,BLR ? DEL,20:55,23:40,non-stop,No info,4239,2,5,1.76928520877565
333,IndiGo,12/03/2019,Kolkata,Banglore,CCU ? BLR,20:25,23:05,non-stop,No info,4148,2,0,1.7357762777242
334,SpiceJet,24/05/2019,Banglore,Delhi,BLR ? DEL,21:10,00:05 25 May,non-stop,No info,3971,2,5,1.8886930244271
335,Air Asia,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:35,23:30,1 stop,No info,5192,15,5,10.4583975346687
336,Jet Airways,9/04/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,13:25,12:35 10 Apr,2 stops,No info,9483,23,0,8.73141410945903
337,Jet Airways,3/06/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,11:40,19:00,2 stops,No info,18804,7,0,1.3401403956605
338,Air India,18/06/2019,Delhi,Cochin,DEL ? COK,05:10,08:00,non-stop,No info,5201,2,0,1.38434916362238
339,Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:00,1 stop,No info,16079,7,0,1.56726164562473
340,Jet Airways,15/06/2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,non-stop,In-flight meal not included,7229,3,0,1.49398257020335
341,Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:45,01:30 28 May,1 stop,No info,6795,7,5,3.75275938189846
342,Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,10:55 10 May,1 stop,No info,10953,25,0,8.21692686935086
343,Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,15:05,01:30 25 Jun,2 stops,No info,15965,10,5,2.27372377074851
344,Air India,9/04/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,12:55,19:15 10 Apr,2 stops,No info,9968,30,0,10.8346709470305
345,IndiGo,6/06/2019,Kolkata,Banglore,CCU ? BLR,22:15,00:50 07 Jun,non-stop,No info,4804,2,5,1.56119900083264
346,Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:00,1 stop,No info,16079,9,0,2.01505068723179
347,Jet Airways,12/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,21:25,12:35 13 Jun,2 stops,In-flight meal not included,11507,15,0,4.69279568958026
348,Air India,9/06/2019,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,13:45 10 Jun,2 stops,No info,11542,28,0,8.7333217813204
349,Jet Airways,24/04/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,non-stop,No info,7229,3,0,1.49398257020335
350,Jet Airways,27/04/2019,Banglore,Delhi,BLR ? DEL,06:00,08:45,non-stop,In-flight meal not included,4544,2,5,1.65052816901408
351,IndiGo,15/05/2019,Delhi,Cochin,DEL ? BLR ? COK,05:10,10:05,1 stop,No info,6496,4,5,2.26293103448276
352,IndiGo,15/06/2019,Kolkata,Banglore,CCU ? BLR,21:25,00:05 16 Jun,non-stop,No info,4804,2,0,1.49875104079933
353,Air India,01/03/2019,Banglore,New Delhi,BLR ? CCU ? DEL,11:05,09:15 02 Mar,1 stop,No info,13439,22,0,5.89329563211549
354,Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,04:25 28 Mar,1 stop,In-flight meal not included,6540,10,0,5.5045871559633
355,IndiGo,1/06/2019,Banglore,Delhi,BLR ? DEL,23:30,02:20 02 Jun,non-stop,No info,4591,2,0,1.56828577651928
356,IndiGo,18/03/2019,Banglore,New Delhi,BLR ? HYD ? DEL,16:15,20:35,1 stop,No info,4437,4,0,3.24543610547667
357,Air Asia,21/03/2019,Delhi,Cochin,DEL ? BLR ? COK,20:10,07:10 22 Mar,1 stop,No info,6151,11,0,6.43797756462364
358,Jet Airways,21/06/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,non-stop,In-flight meal not included,7754,3,0,1.39282950735104
359,Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,12:35 25 Jun,1 stop,In-flight meal not included,10262,22,5,7.74702786981095
360,Jet Airways,9/06/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,non-stop,No info,8016,3,5,1.38473053892216
361,SpiceJet,24/03/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:35,non-stop,No check-in baggage included,4781,2,0,1.50596109600502
362,Vistara,27/06/2019,Banglore,Delhi,BLR ? DEL,11:30,14:20,non-stop,No info,4668,2,0,1.54241645244216
363,Air India,06/03/2019,Banglore,New Delhi,BLR ? MAA ? DEL,11:50,08:55 07 Mar,1 stop,No info,14594,21,5,5.20076743867343
364,Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:55,04:45 25 Mar,1 stop,No info,14231,11,0,2.78265757852575
365,Air India,15/05/2019,Delhi,Cochin,DEL ? TRV ? COK,05:15,06:50 16 May,1 stop,No info,8425,25,5,10.7181008902077
366,Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? HYD ? COK,07:05,22:30,1 stop,No info,9646,15,5,5.62927638399337
367,IndiGo,3/03/2019,Chennai,Kolkata,MAA ? CCU,14:40,17:05,non-stop,No info,7295,2,5,1.02810143934202
368,Air Asia,9/04/2019,Kolkata,Banglore,CCU ? BBI ? BLR,06:50,10:30,1 stop,No info,5162,3,0,2.09221232080589
369,IndiGo,09/03/2019,Banglore,New Delhi,BLR ? DEL,18:25,21:20,non-stop,No info,6860,2,5,1.0932944606414
370,Vistara,15/04/2019,Delhi,Cochin,DEL ? COK,06:00,09:10,non-stop,No info,6216,3,0,1.73745173745174
371,Air Asia,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:35,19:25,1 stop,No info,5192,11,0,7.6271186440678
372,IndiGo,9/04/2019,Banglore,Delhi,BLR ? DEL,20:00,22:50,non-stop,No info,4823,2,0,1.49284677586564
373,SpiceJet,3/04/2019,Banglore,Delhi,BLR ? DEL,09:30,12:20,non-stop,No check-in baggage included,3919,2,0,1.83720336820618
374,IndiGo,3/06/2019,Mumbai,Hyderabad,BOM ? HYD,19:05,20:35,non-stop,No info,2754,1,0,1.30718954248366
375,Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:00,1 stop,No info,9315,11,0,4.2512077294686
376,Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,18:50,1 stop,No info,11667,8,0,2.46850089997429
377,Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,04:40 13 Jun,1 stop,In-flight meal not included,6224,20,5,11.616323907455
378,Air India,24/03/2019,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,09:25,05:35 25 Mar,2 stops,No info,13349,20,0,5.39366244662522
379,Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,16:55,09:00 16 Mar,1 stop,In-flight meal not included,11087,16,5,5.22233246144133
380,Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,01:35 07 Mar,1 stop,No info,15603,12,5,2.78792539896174
